driving_record_id,policy_id,customer_id,vehicle_id,observation_month,driving_score,avg_trip_distance,trips_per_week,hard_brakes_count,rapid_acceleration_count,night_driving_pct,weekend_driving_pct,distracted_driving_flag,speeding_events_count,urban_driving_pct,highway_driving_pct,mileage_logged
DRV000202,POL00019,CUST00018,VEH00019,2025-12-01,60.0,8.11,3,15,10,0.277,0.582,1,9,0.822,0.207,856.0
DRV000203,POL00020,CUST00019,VEH00020,2025-01-01,80.0,18.07,9,8,1,0.111,0.371,0,5,0.802,0.183,319.0
DRV000204,POL00020,CUST00019,VEH00020,2025-02-01,80.0,11.87,11,2,2,0.254,0.76,0,1,0.707,0.288,223.0
DRV000205,POL00020,CUST00019,VEH00020,2025-03-01,73.0,7.47,8,2,3,0.027,0.591,0,8,0.259,0.758,
DRV000206,POL00020,CUST00019,VEH00020,2025-04-01,76.0,11.1,4,17,1,0.2,0.35,0,9,0.915,0.139,65.0
DRV000207,POL00020,CUST00019,VEH00020,2025-05-01,87.0,17.49,14,4,6,0.307,0.568,0,3,0.6,0.422,218.0
DRV000208,POL00020,CUST00019,VEH00020,2025-06-01,86.0,12.76,2,7,5,0.476,0.484,0,4,0.821,0.111,50.0
DRV000209,POL00020,CUST00019,VEH00020,2025-07-01,79.0,17.64,7,10,5,0.038,0.611,1,3,0.648,0.252,415.0
DRV000210,POL00020,CUST00019,VEH00020,2025-08-01,79.0,3.79,7,6,5,0.091,0.361,0,2,0.525,0.521,115.0
DRV000211,POL00020,CUST00019,VEH00020,2025-09-01,63.0,11.33,6,9,17,0.076,0.46,0,10,0.546,0.376,144.0
DRV000212,POL00020,CUST00019,VEH00020,2025-10-01,87.0,1.5,6,6,6,0.12,0.249,0,3,0.773,0.156,150.0
DRV000213,POL00020,CUST00019,VEH00020,2025-11-01,77.0,13.14,9,6,8,0.102,0.213,0,2,0.54,0.585,231.0
DRV000214,POL00020,CUST00019,VEH00020,2025-12-01,79.0,10.18,9,4,3,0.436,0.172,0,5,0.254,0.901,50.0
DRV000215,POL00021,CUST00020,VEH00021,2025-01-01,77.0,20.44,5,3,6,0.231,0.268,0,7,0.806,0.165,869.0
DRV000216,POL00021,CUST00020,VEH00021,2025-02-01,86.0,11.52,4,4,6,0.303,0.264,0,0,0.833,0.185,445.0
DRV000217,POL00021,CUST00020,VEH00021,2025-03-01,88.0,1.5,6,4,7,0.173,0.24,0,7,0.603,0.454,708.0
DRV000218,POL00021,CUST00020,VEH00021,2025-04-01,74.0,12.18,8,5,8,0.233,0.566,0,16,0.696,0.19,1002.0
DRV000219,POL00021,CUST00020,VEH00021,2025-05-01,70.0,2.52,8,16,3,0.125,0.301,0,8,0.44,0.651,834.0
DRV000220,POL00021,CUST00020,VEH00021,2025-06-01,70.0,10.01,7,16,9,0.178,0.389,0,9,0.425,0.531,413.0
DRV000221,POL00021,CUST00020,VEH00021,2025-07-01,79.0,14.37,8,5,6,0.125,0.556,0,6,0.845,0.143,844.0
DRV000222,POL00021,CUST00020,VEH00021,2025-08-01,95.0,25.13,2,6,2,0.544,0.219,0,3,0.548,0.423,788.0
DRV000223,POL00021,CUST00020,VEH00021,2025-09-01,98.0,1.5,2,4,6,0.388,0.38,1,9,0.645,0.435,486.0
DRV000224,POL00021,CUST00020,VEH00021,2025-10-01,68.0,3.33,7,11,11,0.344,0.395,0,5,0.717,0.091,531.0
DRV000225,POL00021,CUST00020,VEH00021,2025-11-01,62.0,11.18,4,11,6,0.317,0.446,0,7,0.342,0.527,
DRV000226,POL00021,CUST00020,VEH00021,2025-12-01,71.0,5.27,5,7,6,0.346,0.372,0,6,0.722,0.341,941.0
DRV000227,POL00022,CUST00021,VEH00023,2025-03-01,85.0,7.86,8,11,4,0.229,0.408,0,3,0.906,0.041,1535.0
DRV000228,POL00022,CUST00021,VEH00023,2025-05-01,70.0,12.51,12,18,15,0.221,0.593,0,9,0.709,0.315,1329.0
DRV000229,POL00022,CUST00021,VEH00023,2025-06-01,90.0,10.08,8,7,7,0.447,0.426,0,4,0.701,0.313,1550.0
DRV000230,POL00022,CUST00021,VEH00023,2025-10-01,84.0,11.77,10,7,5,0.358,0.512,0,1,0.495,0.338,1645.0
DRV000231,POL00022,CUST00021,VEH00023,2025-11-01,81.0,12.06,8,4,4,0.115,0.21,0,7,0.723,0.146,1338.0
DRV000232,POL00022,CUST00021,VEH00023,2025-12-01,81.0,9.2,12,4,4,0.45,0.449,1,3,0.666,0.284,1521.0
DRV000233,POL00023,CUST00022,VEH00024,2025-01-01,80.0,19.2,8,8,6,0.109,0.341,0,5,0.558,0.246,1783.0
DRV000234,POL00023,CUST00022,VEH00024,2025-02-01,76.0,6.45,8,8,9,0.569,0.332,0,5,0.561,0.51,1591.0
DRV000235,POL00023,CUST00022,VEH00024,2025-03-01,70.0,9.64,6,12,6,0.106,0.605,0,14,0.848,0.042,1651.0
DRV000236,POL00023,CUST00022,VEH00024,2025-04-01,78.0,9.24,2,5,3,0.382,0.099,0,1,0.772,0.163,1248.0
DRV000237,POL00023,CUST00022,VEH00024,2025-05-01,78.0,13.19,6,2,6,0.106,0.721,1,4,0.618,0.332,1320.0
DRV000238,POL00023,CUST00022,VEH00024,2025-06-01,85.0,12.97,5,9,9,0.334,0.533,0,5,0.436,0.565,1295.0
DRV000239,POL00023,CUST00022,VEH00024,2025-07-01,91.0,15.53,9,6,6,0.548,0.229,1,5,0.676,0.241,1422.0
DRV000240,POL00023,CUST00022,VEH00024,2025-08-01,73.0,5.77,10,9,7,0.384,0.581,0,9,0.289,0.801,
DRV000241,POL00023,CUST00022,VEH00024,2025-09-01,73.0,8.59,3,7,9,0.19,0.231,0,10,0.454,0.748,
DRV000242,POL00023,CUST00022,VEH00024,2025-10-01,86.0,11.27,5,8,6,0.198,0.697,0,5,0.889,0.234,1486.0
DRV000243,POL00023,CUST00022,VEH00024,2025-11-01,76.0,14.47,7,9,11,0.074,0.274,0,5,0.525,0.454,1485.0
DRV000244,POL00023,CUST00022,VEH00024,2025-12-01,88.0,23.97,5,10,9,0.106,0.272,0,7,0.693,0.38,840.0
DRV000245,POL00024,CUST00023,VEH00025,2025-01-01,82.0,5.63,4,5,4,0.111,0.281,0,4,0.302,0.669,282.0
DRV000246,POL00024,CUST00023,VEH00025,2025-02-01,77.0,15.15,9,9,2,0.053,0.362,0,4,0.786,0.114,802.0
DRV000247,POL00024,CUST00023,VEH00025,2025-03-01,72.0,16.56,6,11,13,0.354,0.508,0,9,0.858,0.177,929.0
DRV000248,POL00024,CUST00023,VEH00025,2025-04-01,79.0,7.47,1,4,8,0.231,0.659,0,3,0.607,0.308,744.0
DRV000249,POL00024,CUST00023,VEH00025,2025-05-01,76.0,10.26,2,4,7,0.409,0.624,1,2,0.797,0.256,789.0
DRV000250,POL00024,CUST00023,VEH00025,2025-06-01,77.0,6.29,4,9,7,0.221,0.094,0,4,0.682,0.473,804.0
DRV000251,POL00024,CUST00023,VEH00025,2025-07-01,64.0,9.47,10,9,11,0.151,0.496,0,6,0.487,0.522,817.0
DRV000252,POL00024,CUST00023,VEH00025,2025-08-01,87.0,9.65,9,5,3,0.331,0.568,0,7,0.819,0.11,391.0
DRV000253,POL00024,CUST00023,VEH00025,2025-09-01,69.0,10.1,6,8,8,0.155,0.234,0,9,0.754,0.273,509.0
DRV000254,POL00024,CUST00023,VEH00025,2025-10-01,87.0,13.05,6,7,6,0.136,0.417,0,5,0.726,0.217,793.0
DRV000255,POL00024,CUST00023,VEH00025,2025-11-01,77.0,10.4,7,8,10,0.117,0.081,1,6,0.374,0.671,1047.0
DRV000256,POL00024,CUST00023,VEH00025,2025-12-01,76.0,18.38,4,7,4,0.23,0.446,1,3,0.371,0.584,
DRV000257,POL00025,CUST00023,VEH00026,2025-01-01,68.0,6.21,7,12,9,0.071,0.108,1,11,0.483,0.586,1319.0
DRV000258,POL00025,CUST00023,VEH00026,2025-02-01,59.0,11.87,9,10,9,0.232,0.166,1,9,0.294,0.728,1164.0
DRV000259,POL00025,CUST00023,VEH00026,2025-03-01,78.0,11.55,12,5,9,0.187,0.255,0,1,0.452,0.617,747.0
DRV000260,POL00025,CUST00023,VEH00026,2025-05-01,76.0,12.88,11,5,8,0.086,0.284,1,4,0.737,0.304,1222.0
DRV000261,POL00025,CUST00023,VEH00026,2025-06-01,79.0,17.86,6,11,6,0.683,0.439,0,4,0.551,0.373,1243.0
DRV000262,POL00025,CUST00023,VEH00026,2025-07-01,96.0,15.09,7,15,7,0.237,0.321,0,3,0.726,0.427,1124.0
DRV000263,POL00025,CUST00023,VEH00026,2025-08-01,69.0,5.47,2,13,7,0.227,0.241,0,7,0.665,0.258,1047.0
DRV000264,POL00025,CUST00023,VEH00026,2025-09-01,73.0,13.46,9,8,7,0.247,0.811,0,12,0.692,0.338,984.0
DRV000265,POL00025,CUST00023,VEH00026,2025-11-01,78.0,17.74,7,6,5,0.299,0.364,0,5,0.732,0.335,462.0
DRV000266,POL00025,CUST00023,VEH00026,2025-12-01,77.0,16.23,10,6,3,0.286,0.416,1,2,0.79,0.277,1169.0
DRV000267,POL00026,CUST00024,VEH00027,2025-01-01,98.0,11.87,8,7,11,0.193,0.457,1,7,0.723,0.213,443.0
DRV000268,POL00026,CUST00024,VEH00027,2025-03-01,73.0,13.08,7,6,9,0.126,0.343,0,6,0.827,0.077,845.0
DRV000269,POL00026,CUST00024,VEH00027,2025-06-01,74.0,10.94,8,8,2,0.098,0.428,0,9,0.572,0.566,862.0
DRV000270,POL00026,CUST00024,VEH00027,2025-07-01,80.0,4.29,9,5,4,0.242,0.409,1,5,0.578,0.39,347.0
DRV000271,POL00026,CUST00024,VEH00027,2025-08-01,83.0,7.43,8,6,4,0.164,0.543,0,3,0.418,0.552,517.0
DRV000272,POL00026,CUST00024,VEH00027,2025-09-01,90.0,22.56,2,4,9,0.198,0.388,0,2,0.225,0.637,732.0
DRV000273,POL00026,CUST00024,VEH00027,2025-10-01,93.0,13.25,6,8,7,0.21,0.538,0,5,0.618,0.503,821.0
DRV000274,POL00026,CUST00024,VEH00027,2025-11-01,85.0,7.68,1,5,3,0.046,0.681,0,3,0.484,0.309,584.0
DRV000275,POL00027,CUST00025,VEH00028,2025-01-01,76.0,9.03,7,9,6,0.135,0.384,1,1,0.662,0.399,288.0
DRV000276,POL00027,CUST00025,VEH00028,2025-02-01,92.0,9.47,5,10,4,0.138,0.478,0,5,0.537,0.5,658.0
DRV000277,POL00027,CUST00025,VEH00028,2025-04-01,68.0,8.04,10,10,11,0.269,0.618,0,6,0.342,0.659,379.0
DRV000278,POL00027,CUST00025,VEH00028,2025-05-01,75.0,16.32,6,7,8,0.185,0.423,0,10,0.854,0.27,407.0
DRV000279,POL00027,CUST00025,VEH00028,2025-07-01,94.0,13.51,7,5,9,0.245,0.488,0,4,0.453,0.691,507.0
DRV000280,POL00027,CUST00025,VEH00028,2025-08-01,83.0,9.8,10,9,5,0.376,0.525,0,2,0.393,0.773,849.0
DRV000281,POL00027,CUST00025,VEH00028,2025-09-01,70.0,20.12,8,11,6,0.352,0.325,0,11,0.684,0.43,778.0
DRV000282,POL00027,CUST00025,VEH00028,2025-12-01,80.0,10.55,5,3,9,0.093,0.422,0,4,0.745,0.275,399.0
DRV000283,POL00028,CUST00026,VEH00029,2025-01-01,77.0,16.51,8,5,4,0.246,0.535,0,7,0.557,0.492,1069.0
DRV000284,POL00028,CUST00026,VEH00029,2025-02-01,71.0,18.82,5,6,6,0.053,0.514,0,4,0.762,0.276,1384.0
DRV000285,POL00028,CUST00026,VEH00029,2025-03-01,74.0,15.95,5,9,6,0.272,0.226,1,12,0.781,0.221,1119.0
DRV000286,POL00028,CUST00026,VEH00029,2025-04-01,83.0,5.01,6,7,5,0.35,0.608,0,6,0.634,0.387,843.0
DRV000287,POL00028,CUST00026,VEH00029,2025-05-01,87.0,1.5,8,8,4,0.182,0.735,0,5,0.536,0.509,1634.0
DRV000288,POL00028,CUST00026,VEH00029,2025-06-01,88.0,14.77,11,12,5,0.182,0.632,1,2,0.665,0.3,831.0
DRV000289,POL00028,CUST00026,VEH00029,2025-07-01,85.0,11.22,13,7,5,0.161,0.327,1,5,0.66,0.345,1096.0
DRV000290,POL00028,CUST00026,VEH00029,2025-08-01,67.0,11.23,10,10,21,0.489,0.432,0,9,0.779,0.399,1673.0
DRV000291,POL00028,CUST00026,VEH00029,2025-09-01,84.0,9.42,7,8,3,0.138,0.494,0,3,0.874,0.166,1280.0
DRV000292,POL00028,CUST00026,VEH00029,2025-10-01,98.0,3.66,9,10,5,0.106,0.362,0,3,0.537,0.403,1438.0
DRV000293,POL00028,CUST00026,VEH00029,2025-11-01,78.0,9.83,4,8,7,0.343,0.295,0,7,0.916,0.0,1084.0
DRV000294,POL00028,CUST00026,VEH00029,2025-12-01,75.0,8.07,5,10,5,0.289,0.507,0,9,0.274,0.733,1130.0
DRV000295,POL00029,CUST00027,VEH00030,2025-01-01,79.0,6.42,7,8,5,0.369,0.461,0,4,0.761,0.171,978.0
DRV000296,POL00029,CUST00027,VEH00030,2025-02-01,74.0,5.84,5,7,10,0.184,0.51,0,7,0.698,0.504,829.0
DRV000297,POL00029,CUST00027,VEH00030,2025-03-01,73.0,7.36,2,7,4,0.088,0.66,1,4,0.619,0.35,860.0
DRV000298,POL00029,CUST00027,VEH00030,2025-04-01,79.0,9.76,10,6,9,0.357,0.338,0,3,0.913,0.11,537.0
DRV000299,POL00029,CUST00027,VEH00030,2025-05-01,80.0,4.93,8,4,4,0.084,0.609,0,2,0.643,0.22,985.0
DRV000300,POL00029,CUST00027,VEH00030,2025-06-01,82.0,12.53,5,11,6,0.158,0.309,1,4,0.626,0.324,1063.0
DRV000301,POL00029,CUST00027,VEH00030,2025-07-01,94.0,14.29,8,3,7,0.154,0.773,0,4,0.501,0.619,
DRV000302,POL00029,CUST00027,VEH00030,2025-08-01,70.0,8.06,8,9,11,0.08,0.299,0,10,0.65,0.358,838.0
DRV000303,POL00029,CUST00027,VEH00030,2025-09-01,88.0,14.25,12,8,8,0.322,0.634,1,3,0.761,0.122,1135.0
DRV000304,POL00029,CUST00027,VEH00030,2025-10-01,77.0,10.06,6,7,7,0.397,0.576,1,2,0.416,0.564,650.0
DRV000305,POL00029,CUST00027,VEH00030,2025-11-01,81.0,10.87,6,9,7,0.107,0.534,0,6,0.842,0.118,609.0
DRV000306,POL00029,CUST00027,VEH00030,2025-12-01,79.0,11.62,1,10,5,0.274,0.407,0,2,0.801,0.362,1082.0
DRV000307,POL00030,CUST00027,VEH00031,2025-02-01,83.0,5.53,7,3,7,0.19,0.278,0,3,0.773,0.305,
DRV000308,POL00030,CUST00027,VEH00031,2025-05-01,62.0,15.06,8,10,5,0.346,0.642,1,10,0.895,0.0,590.0
DRV000309,POL00030,CUST00027,VEH00031,2025-06-01,90.0,20.87,7,6,8,0.067,0.268,0,7,0.516,0.308,
DRV000310,POL00030,CUST00027,VEH00031,2025-08-01,73.0,9.96,3,6,7,0.353,0.494,0,8,0.278,0.755,780.0
DRV000311,POL00030,CUST00027,VEH00031,2025-09-01,78.0,16.19,7,7,4,0.237,0.382,0,2,0.544,0.425,699.0
DRV000312,POL00030,CUST00027,VEH00031,2025-10-01,69.0,12.71,8,16,17,0.276,0.194,0,13,0.611,0.565,1137.0
DRV000313,POL00030,CUST00027,VEH00031,2025-11-01,83.0,7.78,7,4,8,0.55,0.753,0,5,0.559,0.61,919.0
DRV000314,POL00030,CUST00027,VEH00031,2025-12-01,95.0,9.64,8,6,3,0.081,0.305,0,2,0.759,0.17,848.0
DRV000315,POL00031,CUST00028,VEH00032,2025-01-01,74.0,8.81,15,8,6,0.196,0.27,0,8,0.554,0.35,611.0
DRV000316,POL00031,CUST00028,VEH00032,2025-02-01,77.0,5.35,10,7,3,0.078,0.631,0,5,0.807,0.162,493.0
DRV000317,POL00031,CUST00028,VEH00032,2025-03-01,78.0,7.32,7,8,4,0.124,0.445,0,4,0.769,0.268,
DRV000318,POL00031,CUST00028,VEH00032,2025-04-01,73.0,5.14,8,5,9,0.041,0.609,0,10,0.538,0.516,644.0
DRV000319,POL00031,CUST00028,VEH00032,2025-06-01,84.0,13.01,7,10,7,0.359,0.388,0,5,0.621,0.354,621.0
DRV000320,POL00031,CUST00028,VEH00032,2025-07-01,64.0,13.39,9,13,9,0.117,0.557,0,6,0.857,0.186,500.0
DRV000321,POL00031,CUST00028,VEH00032,2025-08-01,85.0,6.29,11,7,5,0.176,0.102,0,1,0.477,0.602,475.0
DRV000322,POL00031,CUST00028,VEH00032,2025-09-01,97.0,8.14,5,10,5,0.192,0.575,0,6,0.263,0.648,692.0
DRV000323,POL00031,CUST00028,VEH00032,2025-10-01,76.0,11.39,12,5,4,0.166,0.568,0,3,0.633,0.294,486.0
DRV000324,POL00031,CUST00028,VEH00032,2025-12-01,80.0,5.52,8,5,5,0.447,0.386,0,3,0.803,0.104,768.0
DRV000325,POL00032,CUST00029,VEH00033,2025-01-01,83.0,11.81,6,11,4,0.133,0.239,1,5,0.304,0.601,1577.0
DRV000326,POL00032,CUST00029,VEH00033,2025-02-01,79.0,13.12,7,8,8,0.246,0.155,0,6,0.778,0.164,1749.0
DRV000327,POL00032,CUST00029,VEH00033,2025-03-01,65.0,25.55,6,11,9,0.125,0.43,0,8,0.617,0.44,1295.0
DRV000328,POL00032,CUST00029,VEH00033,2025-04-01,77.0,6.58,3,7,1,0.231,0.486,0,3,0.593,0.357,1501.0
DRV000329,POL00032,CUST00029,VEH00033,2025-05-01,78.0,11.03,7,13,4,0.202,0.63,1,4,0.586,0.473,1295.0
DRV000330,POL00032,CUST00029,VEH00033,2025-06-01,80.0,5.87,4,11,6,0.17,0.515,0,5,0.437,0.824,1891.0
DRV000331,POL00032,CUST00029,VEH00033,2025-07-01,58.0,9.13,7,11,7,0.224,0.76,0,7,0.632,0.337,953.0
DRV000332,POL00032,CUST00029,VEH00033,2025-08-01,92.0,11.58,4,6,10,0.218,0.276,0,3,0.748,0.262,1341.0
DRV000333,POL00032,CUST00029,VEH00033,2025-09-01,62.0,25.41,7,10,7,0.093,0.411,0,5,0.454,0.497,
DRV000334,POL00032,CUST00029,VEH00033,2025-10-01,79.0,7.34,6,7,9,0.435,0.382,0,5,0.67,0.493,1821.0
DRV000335,POL00032,CUST00029,VEH00033,2025-11-01,65.0,20.03,8,21,12,0.273,0.484,1,6,0.537,0.521,1240.0
DRV000336,POL00032,CUST00029,VEH00033,2025-12-01,81.0,4.38,7,7,6,0.206,0.57,0,3,0.906,0.083,
DRV000337,POL00033,CUST00030,VEH00034,2025-01-01,77.0,11.39,4,4,6,0.356,0.357,1,5,0.408,0.644,890.0
DRV000338,POL00033,CUST00030,VEH00034,2025-02-01,85.0,5.34,9,10,11,0.197,0.377,0,4,0.504,0.649,1200.0
DRV000339,POL00033,CUST00030,VEH00034,2025-03-01,74.0,7.5,4,4,4,0.368,0.538,0,9,0.651,0.278,1144.0
DRV000340,POL00033,CUST00030,VEH00034,2025-04-01,85.0,13.17,6,2,11,0.389,0.337,0,2,0.561,0.368,1137.0
DRV000341,POL00033,CUST00030,VEH00034,2025-05-01,70.0,7.01,6,14,7,0.308,0.651,0,8,0.743,0.363,1529.0
DRV000342,POL00033,CUST00030,VEH00034,2025-06-01,71.0,11.18,2,10,7,0.263,0.212,0,11,0.513,0.396,1199.0
DRV000343,POL00033,CUST00030,VEH00034,2025-07-01,77.0,7.56,6,8,2,0.278,0.387,1,4,0.73,0.27,910.0
DRV000344,POL00033,CUST00030,VEH00034,2025-08-01,83.0,11.67,8,8,2,0.043,0.205,0,3,0.448,0.435,996.0
DRV000345,POL00033,CUST00030,VEH00034,2025-09-01,76.0,6.88,5,4,6,0.129,0.204,0,2,0.481,0.634,1131.0
DRV000346,POL00033,CUST00030,VEH00034,2025-11-01,85.0,22.71,4,4,4,0.239,0.435,0,4,0.555,0.369,970.0
DRV000347,POL00034,CUST00031,VEH00035,2025-02-01,74.0,8.77,7,4,6,0.252,0.331,0,10,0.746,0.199,206.0
DRV000348,POL00034,CUST00031,VEH00035,2025-04-01,84.0,15.76,7,10,3,0.303,0.566,0,4,0.471,0.491,337.0
DRV000349,POL00034,CUST00031,VEH00035,2025-06-01,78.0,15.12,8,8,13,0.184,0.221,0,5,0.441,0.668,248.0
DRV000350,POL00034,CUST00031,VEH00035,2025-08-01,77.0,5.6,11,11,6,0.129,0.585,0,8,0.851,0.074,276.0
DRV000351,POL00034,CUST00031,VEH00035,2025-09-01,76.0,10.85,6,7,9,0.456,0.295,0,7,0.864,0.0,597.0
DRV000352,POL00034,CUST00031,VEH00035,2025-10-01,73.0,14.26,7,10,6,0.081,0.56,0,8,0.685,0.211,697.0
DRV000353,POL00034,CUST00031,VEH00035,2025-11-01,59.0,7.96,4,11,11,0.112,0.444,0,7,0.302,0.658,697.0
DRV000354,POL00034,CUST00031,VEH00035,2025-12-01,63.0,10.9,6,7,12,0.277,0.57,0,15,0.317,0.55,189.0
DRV000355,POL00035,CUST00032,VEH00036,2025-01-01,87.0,15.51,10,4,4,0.287,0.423,0,8,0.422,0.517,1768.0
DRV000356,POL00035,CUST00032,VEH00036,2025-02-01,68.0,10.07,11,12,6,0.225,0.48,1,11,0.79,0.218,2228.0
DRV000357,POL00035,CUST00032,VEH00036,2025-03-01,67.0,2.28,9,5,6,0.393,0.583,0,8,0.447,0.376,1607.0
DRV000358,POL00035,CUST00032,VEH00036,2025-04-01,62.0,18.62,11,11,12,0.288,0.433,0,5,0.706,0.268,1223.0
DRV000359,POL00035,CUST00032,VEH00036,2025-05-01,67.0,8.15,4,9,8,0.12,0.783,1,11,0.964,0.0,2033.0
DRV000360,POL00035,CUST00032,VEH00036,2025-06-01,92.0,1.5,4,6,5,0.527,0.388,0,1,0.502,0.413,1732.0
DRV000361,POL00035,CUST00032,VEH00036,2025-07-01,89.0,7.01,9,7,7,0.12,0.663,0,4,0.61,0.417,1928.0
DRV000362,POL00035,CUST00032,VEH00036,2025-08-01,72.0,14.52,7,7,7,0.208,0.441,0,6,0.823,0.221,866.0
DRV000363,POL00035,CUST00032,VEH00036,2025-09-01,72.0,7.33,6,5,7,0.044,0.58,0,10,0.581,0.428,1654.0
DRV000364,POL00035,CUST00032,VEH00036,2025-10-01,77.0,10.76,6,9,8,0.352,0.502,1,4,0.764,0.23,
DRV000365,POL00035,CUST00032,VEH00036,2025-11-01,56.0,8.34,9,10,9,0.288,0.473,1,9,0.759,0.229,
DRV000366,POL00035,CUST00032,VEH00036,2025-12-01,77.0,21.59,5,9,5,0.325,0.366,0,11,0.356,0.741,1923.0
DRV000367,POL00036,CUST00032,VEH00037,2025-01-01,75.0,6.78,9,6,8,0.171,0.453,0,7,0.734,0.357,1578.0
DRV000368,POL00036,CUST00032,VEH00037,2025-02-01,69.0,9.87,6,15,10,0.258,0.368,0,5,0.78,0.264,1475.0
DRV000369,POL00036,CUST00032,VEH00037,2025-03-01,80.0,10.55,5,8,8,0.176,0.446,0,3,0.718,0.194,1070.0
DRV000370,POL00036,CUST00032,VEH00037,2025-04-01,69.0,10.4,2,12,12,0.187,0.258,1,5,0.797,0.272,1653.0
DRV000371,POL00036,CUST00032,VEH00037,2025-05-01,70.0,8.3,2,9,8,0.033,0.307,0,14,0.643,0.372,1252.0
DRV000372,POL00036,CUST00032,VEH00037,2025-06-01,92.0,1.5,10,13,7,0.285,0.498,0,4,0.648,0.216,1629.0
DRV000373,POL00036,CUST00032,VEH00037,2025-07-01,87.0,17.96,1,7,11,0.45,0.138,0,4,0.58,0.424,816.0
DRV000374,POL00036,CUST00032,VEH00037,2025-08-01,72.0,4.68,5,4,5,0.126,0.611,1,12,0.652,0.304,1503.0
DRV000375,POL00036,CUST00032,VEH00037,2025-09-01,79.0,14.86,5,7,7,0.373,0.486,0,1,0.714,0.234,1451.0
DRV000376,POL00036,CUST00032,VEH00037,2025-10-01,80.0,15.03,7,4,4,0.465,0.312,1,6,0.403,0.735,1112.0
DRV000377,POL00036,CUST00032,VEH00037,2025-11-01,76.0,11.72,6,6,5,0.009,0.323,0,3,0.683,0.435,908.0
DRV000378,POL00036,CUST00032,VEH00037,2025-12-01,76.0,12.89,6,4,4,0.229,0.498,0,8,0.66,0.418,1507.0
DRV000379,POL00037,CUST00032,VEH00038,2025-01-01,77.0,17.18,1,6,3,0.362,0.507,1,4,0.587,0.315,928.0
DRV000380,POL00037,CUST00032,VEH00038,2025-02-01,87.0,7.27,6,12,4,0.134,0.316,0,2,0.938,0.178,1212.0
DRV000381,POL00037,CUST00032,VEH00038,2025-03-01,76.0,8.46,8,6,6,0.235,0.494,0,3,0.694,0.432,1685.0
DRV000382,POL00037,CUST00032,VEH00038,2025-04-01,78.0,9.58,4,4,5,0.205,0.518,0,4,0.547,0.369,1232.0
DRV000383,POL00037,CUST00032,VEH00038,2025-05-01,76.0,4.99,10,8,8,0.387,0.483,0,4,0.285,0.722,1508.0
DRV000384,POL00037,CUST00032,VEH00038,2025-06-01,75.0,16.63,8,12,7,0.484,0.696,1,6,0.806,0.379,836.0
DRV000385,POL00037,CUST00032,VEH00038,2025-07-01,70.0,6.19,5,14,7,0.088,0.363,1,9,0.901,0.229,1100.0
DRV000386,POL00037,CUST00032,VEH00038,2025-08-01,91.0,10.66,2,4,10,0.589,0.566,0,3,0.502,0.418,1075.0
DRV000387,POL00037,CUST00032,VEH00038,2025-09-01,67.0,4.07,9,8,12,0.562,0.184,1,10,0.656,0.326,1680.0
DRV000388,POL00037,CUST00032,VEH00038,2025-10-01,70.0,15.3,7,9,12,0.165,0.313,0,8,0.278,0.643,1418.0
DRV000389,POL00037,CUST00032,VEH00038,2025-11-01,81.0,18.15,6,1,8,0.228,0.123,0,3,0.817,0.2,997.0
DRV000390,POL00037,CUST00032,VEH00038,2025-12-01,79.0,9.46,11,8,9,0.367,0.093,0,1,0.621,0.437,1439.0
DRV000391,POL00038,CUST00033,VEH00039,2025-01-01,73.0,11.7,8,6,4,0.204,0.348,0,8,0.539,0.334,1278.0
DRV000392,POL00038,CUST00033,VEH00039,2025-02-01,90.0,17.38,12,7,6,0.409,0.398,0,1,0.485,0.526,743.0
DRV000393,POL00038,CUST00033,VEH00039,2025-03-01,82.0,11.7,7,12,8,0.143,0.2,0,5,0.341,0.508,732.0
DRV000394,POL00038,CUST00033,VEH00039,2025-05-01,79.0,10.95,6,3,4,0.083,0.556,0,2,0.748,0.261,941.0
DRV000395,POL00038,CUST00033,VEH00039,2025-06-01,81.0,11.04,9,8,3,0.252,0.177,0,3,0.698,0.351,1340.0
DRV000396,POL00038,CUST00033,VEH00039,2025-07-01,87.0,9.79,6,7,5,0.223,0.351,0,4,0.212,0.919,939.0
DRV000397,POL00038,CUST00033,VEH00039,2025-08-01,75.0,4.02,17,11,4,0.44,0.711,0,10,0.501,0.66,767.0
DRV000398,POL00038,CUST00033,VEH00039,2025-10-01,84.0,5.31,9,5,10,0.27,0.434,0,11,0.445,0.364,1210.0
DRV000399,POL00038,CUST00033,VEH00039,2025-11-01,79.0,9.21,3,12,10,0.149,0.807,0,7,0.656,0.355,1240.0
DRV000400,POL00038,CUST00033,VEH00039,2025-12-01,89.0,12.09,5,7,9,0.153,0.244,0,4,0.554,0.499,1314.0
DRV000401,POL00039,CUST00034,VEH00040,2025-01-01,92.0,22.59,1,9,8,0.134,0.301,0,5,0.545,0.55,592.0
DRV000402,POL00039,CUST00034,VEH00040,2025-02-01,63.0,10.66,4,8,8,0.318,0.506,0,6,0.687,0.27,664.0
DRV000403,POL00039,CUST00034,VEH00040,2025-03-01,85.0,15.01,4,8,6,0.279,0.252,1,4,0.44,0.527,670.0
DRV000404,POL00039,CUST00034,VEH00040,2025-04-01,94.0,10.18,4,8,10,0.181,0.281,0,9,0.552,0.28,756.0
